Ensembl Protein ID	Ensembl Transcript ID	Ensembl Gene ID	Associated Gene Name
ENSRNOP00000001036	ENSRNOT00000001036	ENSRNOG00000000777	RT1-S3
ENSRNOP00000001044	ENSRNOT00000001044	ENSRNOG00000000796	Ranbp2
ENSRNOP00000001049	ENSRNOT00000001049	ENSRNOG00000000799	Abcf1
ENSRNOP00000001050	ENSRNOT00000001050	ENSRNOG00000000801	Msl3l2
ENSRNOP00000001051	ENSRNOT00000001051	ENSRNOG00000000802	Tbc1d32
ENSRNOP00000001053	ENSRNOT00000001053	ENSRNOG00000000803	Ppp1r10
ENSRNOP00000001054	ENSRNOT00000001054	ENSRNOG00000000805	Gja1
ENSRNOP00000001058	ENSRNOT00000001058	ENSRNOG00000000804	Mrps18b
ENSRNOP00000001059	ENSRNOT00000001059	ENSRNOG00000000808	Hsf2
ENSRNOP00000001065	ENSRNOT00000001065	ENSRNOG00000000809	Atat1
ENSRNOP00000001066	ENSRNOT00000001066	ENSRNOG00000029360	Serinc1
ENSRNOP00000001075	ENSRNOT00000001075	ENSRNOG00000000811	Pkib
ENSRNOP00000001077	ENSRNOT00000001077	ENSRNOG00000000812	RGD1302996
ENSRNOP00000001079	ENSRNOT00000001079	ENSRNOG00000000814	Fabp7
ENSRNOP00000001081	ENSRNOT00000001081	ENSRNOG00000000815	Smpdl3a
ENSRNOP00000001084	ENSRNOT00000001084	ENSRNOG00000000816	Ppp1r18
ENSRNOP00000001085	ENSRNOT00000001085	ENSRNOG00000000818	Nrm
ENSRNOP00000001092	ENSRNOT00000001092	ENSRNOG00000000823	Gcc2
ENSRNOP00000001093	ENSRNOT00000001093	ENSRNOG00000000824	Dse
ENSRNOP00000001095	ENSRNOT00000001095	ENSRNOG00000000821	Tubb5
ENSRNOP00000001098	ENSRNOT00000001098	ENSRNOG00000000826	Flot1
ENSRNOP00000001099	ENSRNOT00000001099	ENSRNOG00000000827	Ier3
ENSRNOP00000001102	ENSRNOT00000001102	ENSRNOG00000000830	Ddr1
ENSRNOP00000001103	ENSRNOT00000001103	ENSRNOG00000000831	Gtf2h4
ENSRNOP00000001108	ENSRNOT00000001108	ENSRNOG00000000836	Ltb
ENSRNOP00000001110	ENSRNOT00000001110	ENSRNOG00000000837	Tnf
ENSRNOP00000001111	ENSRNOT00000001111	ENSRNOG00000000838	Lta
ENSRNOP00000001113	ENSRNOT00000001113	ENSRNOG00000000839	Nfkbil1
ENSRNOP00000001114	ENSRNOT00000001114	ENSRNOG00000000840	Atp6v1g2
ENSRNOP00000001115	ENSRNOT00000001115	ENSRNOG00000000841	Ddx39b
ENSRNOP00000001118	ENSRNOT00000001118	ENSRNOG00000000842	Ddah2
ENSRNOP00000001119	ENSRNOT00000001119	ENSRNOG00000000843	Ly6g6c
ENSRNOP00000001120	ENSRNOT00000001120	ENSRNOG00000000844	Ly6g6d
ENSRNOP00000001121	ENSRNOT00000001121	ENSRNOG00000000845	Abhd16a
ENSRNOP00000001122	ENSRNOT00000001122	ENSRNOG00000000846	Ly6g5c
ENSRNOP00000001123	ENSRNOT00000001123	ENSRNOG00000000847	Csnk2b
ENSRNOP00000001124	ENSRNOT00000001124	ENSRNOG00000000848	Gpank1
ENSRNOP00000001126	ENSRNOT00000001126	ENSRNOG00000000850	Apom
ENSRNOP00000001129	ENSRNOT00000001129	ENSRNOG00000000851	Bag6
ENSRNOP00000001133	ENSRNOT00000001133	ENSRNOG00000000852	Prrc2a
ENSRNOP00000001135	ENSRNOT00000001135	ENSRNOG00000000853	Aif1
ENSRNOP00000001138	ENSRNOT00000001138	ENSRNOG00000000853	Aif1
ENSRNOP00000001139	ENSRNOT00000001139	ENSRNOG00000000854	Ncr3
ENSRNOP00000001146	ENSRNOT00000001146	ENSRNOG00000000858	Sapcd1
ENSRNOP00000001153	ENSRNOT00000001153	ENSRNOG00000000860	Vwa7
ENSRNOP00000001154	ENSRNOT00000001154	ENSRNOG00000000866	Rbmx
ENSRNOP00000001158	ENSRNOT00000001158	ENSRNOG00000000869	Arhgef6
ENSRNOP00000001160	ENSRNOT00000001160	ENSRNOG00000000867	Vars
ENSRNOP00000001162	ENSRNOT00000001162	ENSRNOG00000000871	Cd40lg
ENSRNOP00000001164	ENSRNOT00000001164	ENSRNOG00000000873	Brs3
ENSRNOP00000001169	ENSRNOT00000001169	ENSRNOG00000000875	Fhl1
ENSRNOP00000001174	ENSRNOT00000001174	ENSRNOG00000000878	Slc44a4
ENSRNOP00000001179	ENSRNOT00000001179	ENSRNOG00000000881	Mmgt1
ENSRNOP00000001182	ENSRNOT00000001182	ENSRNOG00000000885	Auts2
ENSRNOP00000001185	ENSRNOT00000001185	ENSRNOG00000000886	Caln1
ENSRNOP00000001187	ENSRNOT00000001187	ENSRNOG00000000889	
ENSRNOP00000001190	ENSRNOT00000001190	ENSRNOG00000000888	Sbds
ENSRNOP00000001196	ENSRNOT00000001196	ENSRNOG00000000895	Rabgef1
ENSRNOP00000001197	ENSRNOT00000001197	ENSRNOG00000000897	Rxfp2
ENSRNOP00000001198	ENSRNOT00000001198	ENSRNOG00000042384	Kctd7
ENSRNOP00000001199	ENSRNOT00000001199	ENSRNOG00000000899	B3galtl
ENSRNOP00000001200	ENSRNOT00000001200	ENSRNOG00000000900	Tpst1
ENSRNOP00000001201	ENSRNOT00000001201	ENSRNOG00000000902	Hsph1
ENSRNOP00000001202	ENSRNOT00000001202	ENSRNOG00000000901	Crcp
ENSRNOP00000001203	ENSRNOT00000001203	ENSRNOG00000000904	Wdr95
ENSRNOP00000001205	ENSRNOT00000001205	ENSRNOG00000000906	Medag
ENSRNOP00000001207	ENSRNOT00000001207	ENSRNOG00000000907	Alox5ap
ENSRNOP00000001210	ENSRNOT00000001210	ENSRNOG00000000909	Uspl1
ENSRNOP00000001211	ENSRNOT00000001211	ENSRNOG00000000903	Asl
ENSRNOP00000001215	ENSRNOT00000001215	ENSRNOG00000000913	Gusb
ENSRNOP00000001218	ENSRNOT00000001218	ENSRNOG00000000917	Nupr1l
ENSRNOP00000001219	ENSRNOT00000001219	ENSRNOG00000000916	Katnal1
ENSRNOP00000001220	ENSRNOT00000001220	ENSRNOG00000000918	Zbed5
ENSRNOP00000001222	ENSRNOT00000001222	ENSRNOG00000000920	Phkg1
ENSRNOP00000001224	ENSRNOT00000001224	ENSRNOG00000000922	Sumf2
ENSRNOP00000001227	ENSRNOT00000001227	ENSRNOG00000000923	Cct6a
ENSRNOP00000001228	ENSRNOT00000001228	ENSRNOG00000000925	Psph
ENSRNOP00000001229	ENSRNOT00000001229	ENSRNOG00000000926	Mrps17
ENSRNOP00000001234	ENSRNOT00000001234	ENSRNOG00000000924	Slc7a1
ENSRNOP00000001235	ENSRNOT00000001235	ENSRNOG00000000931	SFSWAP
ENSRNOP00000001238	ENSRNOT00000001238	ENSRNOG00000000934	Piwil1
ENSRNOP00000001242	ENSRNOT00000001242	ENSRNOG00000000936	Stx2
ENSRNOP00000001243	ENSRNOT00000001243	ENSRNOG00000000937	Slc46a3
ENSRNOP00000001247	ENSRNOT00000001247	ENSRNOG00000000938	Ran
ENSRNOP00000001248	ENSRNOT00000001248	ENSRNOG00000000940	Flt1
ENSRNOP00000001250	ENSRNOT00000001250	ENSRNOG00000000942	Pan3
ENSRNOP00000001251	ENSRNOT00000001251	ENSRNOG00000000943	
ENSRNOP00000001260	ENSRNOT00000001260	ENSRNOG00000000952	Gsx1
ENSRNOP00000001261	ENSRNOT00000001261	ENSRNOG00000000954	Rpo1-3
ENSRNOP00000001263	ENSRNOT00000001263	ENSRNOG00000000955	Lnx2
ENSRNOP00000001264	ENSRNOT00000001264	ENSRNOG00000000956	Rasl11a
ENSRNOP00000001265	ENSRNOT00000001265	ENSRNOG00000000957	RGD1562469
ENSRNOP00000001275	ENSRNOT00000001275	ENSRNOG00000000961	Glt1d1
ENSRNOP00000001277	ENSRNOT00000001277	ENSRNOG00000000962	Slc15a4
ENSRNOP00000001279	ENSRNOT00000001279	ENSRNOG00000000964	Frg1l1
ENSRNOP00000001282	ENSRNOT00000001282	ENSRNOG00000000968	Rnf6
ENSRNOP00000001285	ENSRNOT00000001285	ENSRNOG00000000969	Cyp3a18
ENSRNOP00000001289	ENSRNOT00000001289	ENSRNOG00000000974	Zfp358
ENSRNOP00000001290	ENSRNOT00000001290	ENSRNOG00000000975	Mcoln1
ENSRNOP00000001291	ENSRNOT00000001291	ENSRNOG00000000978	
ENSRNOP00000001292	ENSRNOT00000001292	ENSRNOG00000000967	Aacs
ENSRNOP00000001295	ENSRNOT00000001295	ENSRNOG00000000979	Bri3bp
ENSRNOP00000001296	ENSRNOT00000001296	ENSRNOG00000043178	Zfp655
ENSRNOP00000001298	ENSRNOT00000001298	ENSRNOG00000000977	Pnpla6
ENSRNOP00000001299	ENSRNOT00000001299	ENSRNOG00000000981	Scarb1
ENSRNOP00000001300	ENSRNOT00000001300	ENSRNOG00000000982	Zkscan5
ENSRNOP00000001301	ENSRNOT00000001301	ENSRNOG00000000981	Scarb1
ENSRNOP00000001302	ENSRNOT00000001302	ENSRNOG00000000983	Zfp394
ENSRNOP00000001305	ENSRNOT00000001305	ENSRNOG00000000986	Camsap3
ENSRNOP00000001307	ENSRNOT00000001307	ENSRNOG00000000989	Bud31
ENSRNOP00000001309	ENSRNOT00000001309	ENSRNOG00000000988	Xab2
ENSRNOP00000001310	ENSRNOT00000001310	ENSRNOG00000000990	Pdap1
ENSRNOP00000001313	ENSRNOT00000001313	ENSRNOG00000000993	Pcp2
ENSRNOP00000001315	ENSRNOT00000001315	ENSRNOG00000000991	Arpc1b
ENSRNOP00000001319	ENSRNOT00000001319	ENSRNOG00000000996	Arpc1a
ENSRNOP00000001322	ENSRNOT00000001322	ENSRNOG00000000994	Stxbp2
ENSRNOP00000001325	ENSRNOT00000001325	ENSRNOG00000001001	Retn
ENSRNOP00000001327	ENSRNOT00000001327	ENSRNOG00000001003	Trappc5
ENSRNOP00000001331	ENSRNOT00000001331	ENSRNOG00000001006	Nptx2
ENSRNOP00000001332	ENSRNOT00000001332	ENSRNOG00000001005	Fcer2
ENSRNOP00000001333	ENSRNOT00000001333	ENSRNOG00000001005	Fcer2
ENSRNOP00000001334	ENSRNOT00000001334	ENSRNOG00000001004	Ncor2
ENSRNOP00000001336	ENSRNOT00000001336	ENSRNOG00000001009	Bri3
ENSRNOP00000001337	ENSRNOT00000001337	ENSRNOG00000001011	Fam101a
ENSRNOP00000001338	ENSRNOT00000001338	ENSRNOG00000021705	Zfp664
ENSRNOP00000001344	ENSRNOT00000001344	ENSRNOG00000001017	Clec4m
ENSRNOP00000001347	ENSRNOT00000001347	ENSRNOG00000001010	Tecpr1
ENSRNOP00000001348	ENSRNOT00000001348	ENSRNOG00000042795	
ENSRNOP00000001349	ENSRNOT00000001349	ENSRNOG00000001019	Atp6v0a2
ENSRNOP00000001360	ENSRNOT00000001360	ENSRNOG00000001030	Tsc22d1
ENSRNOP00000001365	ENSRNOT00000001365	ENSRNOG00000001032	Ccz1
ENSRNOP00000001366	ENSRNOT00000001366	ENSRNOG00000001033	Nufip1
ENSRNOP00000001367	ENSRNOT00000001367	ENSRNOG00000001034	
ENSRNOP00000001368	ENSRNOT00000001368	ENSRNOG00000001035	Gtf2h3
ENSRNOP00000001371	ENSRNOT00000001371	ENSRNOG00000001037	RGD1307254
ENSRNOP00000001373	ENSRNOT00000001373	ENSRNOG00000001039	Eif2b1
ENSRNOP00000001379	ENSRNOT00000001379	ENSRNOG00000001044	Aimp2
ENSRNOP00000001382	ENSRNOT00000001382	ENSRNOG00000001048	Ankrd61
ENSRNOP00000001383	ENSRNOT00000001383	ENSRNOG00000001049	Tpt1
ENSRNOP00000001387	ENSRNOT00000001387	ENSRNOG00000001043	Ddx55
ENSRNOP00000001389	ENSRNOT00000001389	ENSRNOG00000001052	Slc25a30
ENSRNOP00000001392	ENSRNOT00000001392	ENSRNOG00000001050	Eif2ak1
ENSRNOP00000001397	ENSRNOT00000001397	ENSRNOG00000001053	Tmed2
ENSRNOP00000001398	ENSRNOT00000001398	ENSRNOG00000001056	Snapc2
ENSRNOP00000001399	ENSRNOT00000001399	ENSRNOG00000001057	Ctxn1
ENSRNOP00000001401	ENSRNOT00000001401	ENSRNOG00000001055	Rilpl1
ENSRNOP00000001402	ENSRNOT00000001402	ENSRNOG00000001060	Snrnp35
ENSRNOP00000001403	ENSRNOT00000001403	ENSRNOG00000001061	Rilpl2
ENSRNOP00000001404	ENSRNOT00000001404	ENSRNOG00000001059	Usp42
ENSRNOP00000001409	ENSRNOT00000001409	ENSRNOG00000001058	Timm44
ENSRNOP00000001412	ENSRNOT00000001412	ENSRNOG00000001065	Cyth3
ENSRNOP00000001415	ENSRNOT00000001415	ENSRNOG00000001069	Elavl1
ENSRNOP00000001416	ENSRNOT00000001416	ENSRNOG00000001071	Higd2al1
ENSRNOP00000001417	ENSRNOT00000001417	ENSRNOG00000001068	Rac1
ENSRNOP00000001418	ENSRNOT00000001418	ENSRNOG00000001072	Cers4
ENSRNOP00000001419	ENSRNOT00000001419	ENSRNOG00000001070	Cdk2ap1
ENSRNOP00000001421	ENSRNOT00000001421	ENSRNOG00000001073	RGD1563482
ENSRNOP00000001432	ENSRNOT00000001432	ENSRNOG00000001080	Arl6ip4
ENSRNOP00000001433	ENSRNOT00000001433	ENSRNOG00000001081	Ogfod2
ENSRNOP00000001437	ENSRNOT00000001437	ENSRNOG00000001079	DAGLB
ENSRNOP00000001438	ENSRNOT00000001438	ENSRNOG00000001083	Kdelr2
ENSRNOP00000001444	ENSRNOT00000001444	ENSRNOG00000001088	Rfc3
ENSRNOP00000001445	ENSRNOT00000001445	ENSRNOG00000001086	Vps37b
ENSRNOP00000001446	ENSRNOT00000001446	ENSRNOG00000001090	Stard13
ENSRNOP00000001447	ENSRNOT00000001447	ENSRNOG00000001089	Zdhhc4
ENSRNOP00000001449	ENSRNOT00000001449	ENSRNOG00000001092	Kl
ENSRNOP00000001454	ENSRNOT00000001454	ENSRNOG00000001095	
ENSRNOP00000001455	ENSRNOT00000001455	ENSRNOG00000001099	Rbak
ENSRNOP00000001458	ENSRNOT00000001458	ENSRNOG00000001101	Rnf216
ENSRNOP00000001464	ENSRNOT00000001464	ENSRNOG00000001098	Pds5b
ENSRNOP00000001466	ENSRNOT00000001466	ENSRNOG00000001104	Foxk1
ENSRNOP00000001467	ENSRNOT00000001467	ENSRNOG00000001106	Denr
ENSRNOP00000001468	ENSRNOT00000001468	ENSRNOG00000001108	N4bp2l2
ENSRNOP00000001469	ENSRNOT00000001469	ENSRNOG00000001107	Ap5z1
ENSRNOP00000001475	ENSRNOT00000001475	ENSRNOG00000001111	Brca2
ENSRNOP00000001476	ENSRNOT00000001476	ENSRNOG00000001114	Wipi2
ENSRNOP00000001477	ENSRNOT00000001477	ENSRNOG00000001115	Slc29a4
ENSRNOP00000001479	ENSRNOT00000001479	ENSRNOG00000001117	RGD1565987
ENSRNOP00000001485	ENSRNOT00000001485	ENSRNOG00000001123	RGD1562310
ENSRNOP00000001486	ENSRNOT00000001486	ENSRNOG00000001124	Rnft2
ENSRNOP00000001490	ENSRNOT00000001490	ENSRNOG00000001128	Tesc
ENSRNOP00000001493	ENSRNOT00000001493	ENSRNOG00000001130	Nos1
ENSRNOP00000001498	ENSRNOT00000001498	ENSRNOG00000001134	Rfc5
ENSRNOP00000001499	ENSRNOT00000001499	ENSRNOG00000001135	Wsb2
ENSRNOP00000001500	ENSRNOT00000001500	ENSRNOG00000001136	Pebp1
ENSRNOP00000001503	ENSRNOT00000001503	ENSRNOG00000001138	Taok3
ENSRNOP00000001504	ENSRNOT00000001504	ENSRNOG00000001139	Suds3
ENSRNOP00000001507	ENSRNOT00000001507	ENSRNOG00000001141	Srrm4
ENSRNOP00000001508	ENSRNOT00000001508	ENSRNOG00000001142	Prkab1
ENSRNOP00000001515	ENSRNOT00000001515	ENSRNOG00000001145	Ccdc64
ENSRNOP00000001517	ENSRNOT00000001517	ENSRNOG00000021871	Gcn1l1
ENSRNOP00000001518	ENSRNOT00000001518	ENSRNOG00000001148	Rplp0
ENSRNOP00000001523	ENSRNOT00000001523	ENSRNOG00000001151	Sirt4
ENSRNOP00000001525	ENSRNOT00000001525	ENSRNOG00000001153	Pla2g1b
ENSRNOP00000001527	ENSRNOT00000001527	ENSRNOG00000001152	Glp1r
ENSRNOP00000001532	ENSRNOT00000001532	ENSRNOG00000001156	Msi1
ENSRNOP00000001533	ENSRNOT00000001533	ENSRNOG00000001158	Abcg1
ENSRNOP00000001534	ENSRNOT00000001534	ENSRNOG00000001160	Triap1
ENSRNOP00000001536	ENSRNOT00000001536	ENSRNOG00000001161	Gatc
ENSRNOP00000001537	ENSRNOT00000001537	ENSRNOG00000001162	Tff2
ENSRNOP00000001538	ENSRNOT00000001538	ENSRNOG00000001164	Tff1
ENSRNOP00000001539	ENSRNOT00000001539	ENSRNOG00000001163	Srsf9
ENSRNOP00000001540	ENSRNOT00000001540	ENSRNOG00000001165	Tmprss3
ENSRNOP00000001541	ENSRNOT00000001541	ENSRNOG00000001167	Ubash3a
ENSRNOP00000001542	ENSRNOT00000001542	ENSRNOG00000001168	Rsph1
ENSRNOP00000001544	ENSRNOT00000001544	ENSRNOG00000001169	Slc37a1
ENSRNOP00000001545	ENSRNOT00000001545	ENSRNOG00000001170	Cox6a1
ENSRNOP00000001547	ENSRNOT00000001546	ENSRNOG00000001171	Coq5
ENSRNOP00000001550	ENSRNOT00000001550	ENSRNOG00000022044	Cabp4
ENSRNOP00000001551	ENSRNOT00000001551	ENSRNOG00000001173	Cabp1
ENSRNOP00000001552	ENSRNOT00000001552	ENSRNOG00000001173	Cabp1
ENSRNOP00000001553	ENSRNOT00000001553	ENSRNOG00000001175	Unc119b
ENSRNOP00000001556	ENSRNOT00000001556	ENSRNOG00000001177	Acads
ENSRNOP00000001559	ENSRNOT00000001559	ENSRNOG00000001174	Pde9a
ENSRNOP00000001562	ENSRNOT00000001562	ENSRNOG00000001178	Sppl3
ENSRNOP00000001564	ENSRNOT00000001564	ENSRNOG00000001182	Ndufv3
ENSRNOP00000001565	ENSRNOT00000001565	ENSRNOG00000001183	Hnf1a
ENSRNOP00000001566	ENSRNOT00000001566	ENSRNOG00000001184	Pknox1
ENSRNOP00000001570	ENSRNOT00000001570	ENSRNOG00000001187	Oasl
ENSRNOP00000001577	ENSRNOT00000001577	ENSRNOG00000001191	Tchp
ENSRNOP00000001579	ENSRNOT00000001579	ENSRNOG00000001189	Sik1
ENSRNOP00000001580	ENSRNOT00000001580	ENSRNOG00000001193	Hsf2bp
ENSRNOP00000001581	ENSRNOT00000001581	ENSRNOG00000001192	Gltp
ENSRNOP00000001583	ENSRNOT00000001583	ENSRNOG00000001194	Rrp1b
ENSRNOP00000001586	ENSRNOT00000001586	ENSRNOG00000001195	Trpv4
ENSRNOP00000001588	ENSRNOT00000001588	ENSRNOG00000001198	Fam222a
ENSRNOP00000001589	ENSRNOT00000001589	ENSRNOG00000049937	Pdxk
ENSRNOP00000001591	ENSRNOT00000001591	ENSRNOG00000001199	Pop5
ENSRNOP00000001593	ENSRNOT00000001593	ENSRNOG00000001201	Cstb
ENSRNOP00000001595	ENSRNOT00000001595	ENSRNOG00000001204	Ankrd13a
ENSRNOP00000001597	ENSRNOT00000001597	ENSRNOG00000001203	Rrp1
ENSRNOP00000001600	ENSRNOT00000001600	ENSRNOG00000028814	Oasl2
ENSRNOP00000001602	ENSRNOT00000001602	ENSRNOG00000001205	Agpat3
ENSRNOP00000001605	ENSRNOT00000001605	ENSRNOG00000001210	Pwp2
ENSRNOP00000001607	ENSRNOT00000001607	ENSRNOG00000027016	Cobll1
ENSRNOP00000001609	ENSRNOT00000001609	ENSRNOG00000001211	RGD1303003
ENSRNOP00000001610	ENSRNOT00000001610	ENSRNOG00000001212	Dnmt3l
ENSRNOP00000001611	ENSRNOT00000001611	ENSRNOG00000001213	Aire
ENSRNOP00000001625	ENSRNOT00000001625	ENSRNOG00000001214	Pfkl
ENSRNOP00000001631	ENSRNOT00000001631	ENSRNOG00000001216	Trpm2
ENSRNOP00000001632	ENSRNOT00000001632	ENSRNOG00000001217	Lrrc3
ENSRNOP00000001633	ENSRNOT00000001633	ENSRNOG00000001218	RGD1561557
ENSRNOP00000001635	ENSRNOT00000001635	ENSRNOG00000001220	
ENSRNOP00000001636	ENSRNOT00000001636	ENSRNOG00000001222	Ube2g2
ENSRNOP00000001637	ENSRNOT00000001637	ENSRNOG00000038489	Sumo3
ENSRNOP00000001638	ENSRNOT00000001638	ENSRNOG00000001223	Pttg1ip
ENSRNOP00000001639	ENSRNOT00000001639	ENSRNOG00000001224	Itgb2
ENSRNOP00000001640	ENSRNOT00000001640	ENSRNOG00000001225	Fam207a
ENSRNOP00000001642	ENSRNOT00000001642	ENSRNOG00000001227	Adarb1
ENSRNOP00000001644	ENSRNOT00000001644	ENSRNOG00000001228	Pofut2
ENSRNOP00000001654	ENSRNOT00000001654	ENSRNOG00000001235	Gna12
ENSRNOP00000001659	ENSRNOT00000001659	ENSRNOG00000001237	Cabin1
ENSRNOP00000001661	ENSRNOT00000001661	ENSRNOG00000001236	Brat1
ENSRNOP00000001664	ENSRNOT00000001664	ENSRNOG00000001239	Ddt
ENSRNOP00000001667	ENSRNOT00000001667	ENSRNOG00000001241	Iqce
ENSRNOP00000001668	ENSRNOT00000001668	ENSRNOG00000001243	Zcchc8
ENSRNOP00000001669	ENSRNOT00000001669	ENSRNOG00000049771	Gstt1
ENSRNOP00000001672	ENSRNOT00000001672	ENSRNOG00000037978	
ENSRNOP00000001675	ENSRNOT00000001675	ENSRNOG00000001245	Pcbp3
ENSRNOP00000001679	ENSRNOT00000001679	ENSRNOG00000001249	Col6a1
ENSRNOP00000001682	ENSRNOT00000001682	ENSRNOG00000001250	Lfng
ENSRNOP00000001685	ENSRNOT00000001685	ENSRNOG00000001247	Clip1
ENSRNOP00000001686	ENSRNOT00000001686	ENSRNOG00000001251	Grifin
ENSRNOP00000001690	ENSRNOT00000001690	ENSRNOG00000001255	Mlxip
ENSRNOP00000001691	ENSRNOT00000001691	ENSRNOG00000001256	Atxn2
ENSRNOP00000001695	ENSRNOT00000001695	ENSRNOG00000001254	Col6a2
ENSRNOP00000001696	ENSRNOT00000001696	ENSRNOG00000001258	Snx8
ENSRNOP00000001697	ENSRNOT00000001697	ENSRNOG00000001259	Cux2
ENSRNOP00000001699	ENSRNOT00000001699	ENSRNOG00000001261	Ftcd
ENSRNOP00000001700	ENSRNOT00000001700	ENSRNOG00000001260	Nudt1
ENSRNOP00000001704	ENSRNOT00000001704	ENSRNOG00000001262	Spatc1l
ENSRNOP00000001709	ENSRNOT00000001709	ENSRNOG00000001265	Mad1l1
ENSRNOP00000001712	ENSRNOT00000001712	ENSRNOG00000001270	Hvcn1
ENSRNOP00000001716	ENSRNOT00000001716	ENSRNOG00000001273	PSMG3
ENSRNOP00000001717	ENSRNOT00000001717	ENSRNOG00000001274	Vps29
ENSRNOP00000001718	ENSRNOT00000001718	ENSRNOG00000001275	Tmem184a
ENSRNOP00000001720	ENSRNOT00000001720	ENSRNOG00000001277	Mafk
ENSRNOP00000001722	ENSRNOT00000001722	ENSRNOG00000001278	Gpn3
ENSRNOP00000001727	ENSRNOT00000001727	ENSRNOG00000047880	
ENSRNOP00000001729	ENSRNOT00000001729	ENSRNOG00000001283	Anapc7
ENSRNOP00000001730	ENSRNOT00000001730	ENSRNOG00000001284	Uncx
ENSRNOP00000001732	ENSRNOT00000001732	ENSRNOG00000001287	Gper1
ENSRNOP00000001733	ENSRNOT00000001733	ENSRNOG00000001288	Gpr146
ENSRNOP00000001734	ENSRNOT00000001734	ENSRNOG00000001289	3110082I17Rik
ENSRNOP00000001736	ENSRNOT00000001736	ENSRNOG00000001291	Adap1
ENSRNOP00000001738	ENSRNOT00000001738	ENSRNOG00000001285	ATP2A2
ENSRNOP00000001743	ENSRNOT00000001743	ENSRNOG00000001295	S100b
ENSRNOP00000001745	ENSRNOT00000001745	ENSRNOG00000001293	Get4
ENSRNOP00000001746	ENSRNOT00000001746	ENSRNOG00000001296	P2rx7
ENSRNOP00000001750	ENSRNOT00000001750	ENSRNOG00000006786	Slc5a4
ENSRNOP00000001752	ENSRNOT00000001752	ENSRNOG00000001300	P2rx4
ENSRNOP00000001759	ENSRNOT00000001759	ENSRNOG00000001302	Adora2a
ENSRNOP00000001764	ENSRNOT00000001764	ENSRNOG00000001303	Specc1l
ENSRNOP00000001766	ENSRNOT00000001766	ENSRNOG00000001304	Bcr
ENSRNOP00000001772	ENSRNOT00000001772	ENSRNOG00000001311	Rab36
ENSRNOP00000001774	ENSRNOT00000001774	ENSRNOG00000001309	Camkk2
ENSRNOP00000001775	ENSRNOT00000001775	ENSRNOG00000001312	Pdgfa
ENSRNOP00000001779	ENSRNOT00000001779	ENSRNOG00000001313	Gnaz
ENSRNOP00000001783	ENSRNOT00000001783	ENSRNOG00000001314	Fam20c
ENSRNOP00000001784	ENSRNOT00000001784	ENSRNOG00000001317	Zfp68
ENSRNOP00000001791	ENSRNOT00000001791	ENSRNOG00000001324	Asmt
ENSRNOP00000001792	ENSRNOT00000001792	ENSRNOG00000001325	Il3ra
ENSRNOP00000001794	ENSRNOT00000001794	ENSRNOG00000001316	Anapc5
ENSRNOP00000001797	ENSRNOT00000001797	ENSRNOG00000001329	Gjc3
ENSRNOP00000001799	ENSRNOT00000001799	ENSRNOG00000001331	Rnf34
ENSRNOP00000001801	ENSRNOT00000001801	ENSRNOG00000001333	Azgp1
ENSRNOP00000001806	ENSRNOT00000001806	ENSRNOG00000001336	Orai1
ENSRNOP00000001807	ENSRNOT00000001807	ENSRNOG00000001337	Setd1b
ENSRNOP00000001809	ENSRNOT00000001809	ENSRNOG00000001338	Hpd
ENSRNOP00000001810	ENSRNOT00000001810	ENSRNOG00000039234	Zscan21
ENSRNOP00000001813	ENSRNOT00000001813	ENSRNOG00000001342	Wdr66
ENSRNOP00000001814	ENSRNOT00000001814	ENSRNOG00000001343	Bcl7a
ENSRNOP00000001815	ENSRNOT00000001815	ENSRNOG00000001341	Zfp113
ENSRNOP00000001816	ENSRNOT00000001816	ENSRNOG00000001344	ALDH2
ENSRNOP00000001817	ENSRNOT00000001817	ENSRNOG00000001345	Mapkapk5
ENSRNOP00000001820	ENSRNOT00000001820	ENSRNOG00000001346	Cops6
ENSRNOP00000001822	ENSRNOT00000001822	ENSRNOG00000001348	Erp29
ENSRNOP00000001825	ENSRNOT00000001825	ENSRNOG00000001349	Mcm7
ENSRNOP00000001826	ENSRNOT00000001826	ENSRNOG00000001352	RGD1309762
ENSRNOP00000001827	ENSRNOT00000001827	ENSRNOG00000001353	Ap4m1
ENSRNOP00000001829	ENSRNOT00000001829	ENSRNOG00000001355	TAF6
ENSRNOP00000001831	ENSRNOT00000001831	ENSRNOG00000001357	Mblac1
ENSRNOP00000001844	ENSRNOT00000001844	ENSRNOG00000001368	Rph3a
ENSRNOP00000001848	ENSRNOT00000001848	ENSRNOG00000030808	Oas1f
ENSRNOP00000001849	ENSRNOT00000001849	ENSRNOG00000001367	Gpc2
ENSRNOP00000001851	ENSRNOT00000001851	ENSRNOG00000001370	Oas1h
ENSRNOP00000001853	ENSRNOT00000001853	ENSRNOG00000001372	Oas1b
ENSRNOP00000001855	ENSRNOT00000001855	ENSRNOG00000001375	Gal3st4
ENSRNOP00000001856	ENSRNOT00000001856	ENSRNOG00000001374	Rasal1
ENSRNOP00000001859	ENSRNOT00000001859	ENSRNOG00000001377	Ddx54
ENSRNOP00000001860	ENSRNOT00000001860	ENSRNOG00000001378	IQCD
ENSRNOP00000001863	ENSRNOT00000001863	ENSRNOG00000001379	Cyp3a62
